YEARMONTH,INCIDENTCLASSIFICATION,INCIDENTBOROUGH,INCIDENTCOUNT,AVERAGERESPONSETIME
2017/04,Medical Emergencies,Citywide,"22,591",04:34
2017/04,Medical Emergencies,Manhattan,"6,192",04:53
2017/04,Medical Emergencies,Bronx,"4,373",04:59
2017/04,Medical Emergencies,Staten Island,"1,179",04:23
2017/04,Medical Emergencies,Brooklyn,"6,346",04:00
2017/04,Medical Emergencies,Queens,"4,501",04:44
2017/04,Medical False Alarm,Citywide,222,05:02
2017/04,Medical False Alarm,Manhattan,49,04:49
2017/04,Medical False Alarm,Bronx,38,05:18
2017/04,Medical False Alarm,Staten Island,9,05:38
2017/04,Medical False Alarm,Brooklyn,67,05:10
2017/04,Medical False Alarm,Queens,59,04:50
2017/04,NonMedical Emergencies,Citywide,"18,246",05:15
2017/04,NonMedical Emergencies,Manhattan,"5,273",05:31
2017/04,NonMedical Emergencies,Bronx,"3,841",05:29
2017/04,NonMedical Emergencies,Staten Island,854,04:58
2017/04,NonMedical Emergencies,Brooklyn,"4,887",04:41
2017/04,NonMedical Emergencies,Queens,"3,391",05:27
2017/04,NonStructural Fires,Citywide,"1,252",04:35
2017/04,NonStructural Fires,Manhattan,360,04:37
2017/04,NonStructural Fires,Bronx,194,05:00
2017/04,NonStructural Fires,Staten Island,64,04:25
2017/04,NonStructural Fires,Brooklyn,401,04:13
2017/04,NonStructural Fires,Queens,233,04:43
2017/04,Structural Fires,Citywide,"2,220",04:14
2017/04,Structural Fires,Manhattan,429,04:29
2017/04,Structural Fires,Bronx,492,04:16
2017/04,Structural Fires,Staten Island,103,04:23
2017/04,Structural Fires,Brooklyn,702,03:44
2017/04,Structural Fires,Queens,494,04:39
2017/05,All Fire/Emergency Incidents,Citywide,"49,975",04:56
2017/05,All Fire/Emergency Incidents,Manhattan,"13,683",05:17
2017/05,All Fire/Emergency Incidents,Bronx,"10,101",05:15
2017/05,All Fire/Emergency Incidents,Staten Island,"2,462",04:48
2017/05,All Fire/Emergency Incidents,Brooklyn,"14,002",04:22
2017/05,All Fire/Emergency Incidents,Queens,"9,727",05:04
2017/05,False Alarm,Citywide,"1,847",04:41
2017/05,False Alarm,Manhattan,369,05:04
2017/05,False Alarm,Bronx,376,05:00
2017/05,False Alarm,Staten Island,131,04:08
2017/05,False Alarm,Brooklyn,500,04:11
2017/05,False Alarm,Queens,471,04:48
2017/05,Medical Emergencies,Citywide,"24,822",04:34
2017/05,Medical Emergencies,Manhattan,"6,891",04:59
2017/05,Medical Emergencies,Bronx,"4,894",04:55
2017/05,Medical Emergencies,Staten Island,"1,160",04:24
2017/05,Medical Emergencies,Brooklyn,"7,044",04:02
2017/05,Medical Emergencies,Queens,"4,833",04:40
2017/05,Medical False Alarm,Citywide,241,04:36
2017/05,Medical False Alarm,Manhattan,56,05:07
2017/05,Medical False Alarm,Bronx,51,04:55
2017/05,Medical False Alarm,Staten Island,6,05:30
2017/05,Medical False Alarm,Brooklyn,81,04:02
2017/05,Medical False Alarm,Queens,47,04:35
2017/05,NonMedical Emergencies,Citywide,"19,703",05:22
2017/05,NonMedical Emergencies,Manhattan,"5,527",05:37
2017/05,NonMedical Emergencies,Bronx,"4,073",05:39
2017/05,NonMedical Emergencies,Staten Island,"1,017",05:16
2017/05,NonMedical Emergencies,Brooklyn,"5,382",04:48
2017/05,NonMedical Emergencies,Queens,"3,704",05:32
2017/05,NonStructural Fires,Citywide,"1,112",04:35
2017/05,NonStructural Fires,Manhattan,328,04:47
2017/05,NonStructural Fires,Bronx,189,05:05
2017/05,NonStructural Fires,Staten Island,57,04:52
2017/05,NonStructural Fires,Brooklyn,325,03:57
2017/05,NonStructural Fires,Queens,213,04:42
2017/05,Structural Fires,Citywide,"2,250",04:14
2017/05,Structural Fires,Manhattan,512,04:22
2017/05,Structural Fires,Bronx,518,04:25
2017/05,Structural Fires,Staten Island,91,04:26
2017/05,Structural Fires,Brooklyn,670,03:43
2017/05,Structural Fires,Queens,459,04:37
2017/06,All Fire/Emergency Incidents,Citywide,"51,605",05:00
2017/06,All Fire/Emergency Incidents,Manhattan,"13,989",05:19
2017/06,All Fire/Emergency Incidents,Bronx,"10,347",05:18
2017/06,All Fire/Emergency Incidents,Staten Island,"2,513",04:44
2017/06,All Fire/Emergency Incidents,Brooklyn,"14,543",04:28
2017/06,All Fire/Emergency Incidents,Queens,"10,213",05:10
2017/06,False Alarm,Citywide,"2,040",04:44
2017/06,False Alarm,Manhattan,372,05:18
2017/06,False Alarm,Bronx,464,05:01
2017/06,False Alarm,Staten Island,121,04:22
2017/06,False Alarm,Brooklyn,584,04:11
2017/06,False Alarm,Queens,499,04:46
2017/06,Medical Emergencies,Citywide,"25,428",04:37
2017/06,Medical Emergencies,Manhattan,"7,131",04:58
2017/06,Medical Emergencies,Bronx,"4,849",04:56
2017/06,Medical Emergencies,Staten Island,"1,170",04:32
2017/06,Medical Emergencies,Brooklyn,"7,198",04:07
2017/06,Medical Emergencies,Queens,"5,080",04:43
2017/06,Medical False Alarm,Citywide,274,04:40
2017/06,Medical False Alarm,Manhattan,57,04:41
2017/06,Medical False Alarm,Bronx,65,05:08
2017/06,Medical False Alarm,Staten Island,10,05:03
2017/06,Medical False Alarm,Brooklyn,90,04:15
2017/06,Medical False Alarm,Queens,52,04:56
2017/06,NonMedical Emergencies,Citywide,"20,744",05:27
2017/06,NonMedical Emergencies,Manhattan,"5,712",05:40
2017/06,NonMedical Emergencies,Bronx,"4,302",05:42
2017/06,NonMedical Emergencies,Staten Island,"1,054",04:56
2017/06,NonMedical Emergencies,Brooklyn,"5,735",04:55
2017/06,NonMedical Emergencies,Queens,"3,941",05:44
2017/06,NonStructural Fires,Citywide,"1,153",04:27
2017/06,NonStructural Fires,Manhattan,293,04:37
2017/06,NonStructural Fires,Bronx,223,04:48
2017/06,NonStructural Fires,Staten Island,68,04:37
2017/06,NonStructural Fires,Brooklyn,338,03:54
2017/06,NonStructural Fires,Queens,231,04:39
2017/06,Structural Fires,Citywide,"1,966",04:16
2017/06,Structural Fires,Manhattan,424,04:29
2017/06,Structural Fires,Bronx,444,04:23
2017/06,Structural Fires,Staten Island,90,04:41
2017/06,Structural Fires,Brooklyn,598,03:45
2017/06,Structural Fires,Queens,410,04:34
FY 2010,All Fire/Emergency Incidents,Citywide,"489,354",04:33
FY 2010,All Fire/Emergency Incidents,Manhattan,"125,685",04:38
FY 2010,All Fire/Emergency Incidents,Bronx,"98,322",04:44
FY 2010,All Fire/Emergency Incidents,Staten Island,"27,893",04:54
FY 2010,All Fire/Emergency Incidents,Brooklyn,"137,657",04:04
FY 2010,All Fire/Emergency Incidents,Queens,"99,797",04:49
FY 2010,False Alarm,Citywide,"26,543",04:16
FY 2010,False Alarm,Manhattan,"4,717",04:23
FY 2010,False Alarm,Bronx,"7,033",04:30
FY 2010,False Alarm,Staten Island,"2,229",04:16
FY 2010,False Alarm,Brooklyn,"5,470",03:46
FY 2010,False Alarm,Queens,"7,094",04:21
FY 2010,Medical Emergencies,Citywide,"208,735",04:17
FY 2010,Medical Emergencies,Manhattan,"54,468",04:21
FY 2010,Medical Emergencies,Bronx,"39,254",04:24
FY 2010,Medical Emergencies,Staten Island,"10,522",04:31
FY 2010,Medical Emergencies,Brooklyn,"60,190",03:55
FY 2010,Medical Emergencies,Queens,"44,301",04:34
FY 2010,Medical False Alarm,Citywide,"4,557",04:17
FY 2010,Medical False Alarm,Manhattan,"1,163",04:17
FY 2010,Medical False Alarm,Bronx,910,04:22
FY 2010,Medical False Alarm,Staten Island,157,04:29
FY 2010,Medical False Alarm,Brooklyn,"1,233",03:52
FY 2010,Medical False Alarm,Queens,"1,094",04:40
FY 2010,NonMedical Emergencies,Citywide,"205,735",04:53
FY 2010,NonMedical Emergencies,Manhattan,"54,840",04:56
FY 2010,NonMedical Emergencies,Bronx,"42,373",05:07
FY 2010,NonMedical Emergencies,Staten Island,"12,838",05:21
FY 2010,NonMedical Emergencies,Brooklyn,"57,032",04:21
FY 2010,NonMedical Emergencies,Queens,"38,652",05:15
FY 2010,NonStructural Fires,Citywide,"17,189",04:18
FY 2010,NonStructural Fires,Manhattan,"4,293",04:17
FY 2010,NonStructural Fires,Bronx,"2,843",04:34
FY 2010,NonStructural Fires,Staten Island,961,04:39
FY 2010,NonStructural Fires,Brooklyn,"5,166",03:52
FY 2010,NonStructural Fires,Queens,"3,926",04:37
FY 2010,Structural Fires,Citywide,"26,595",03:59
FY 2010,Structural Fires,Manhattan,"6,204",04:08
FY 2010,Structural Fires,Bronx,"5,909",04:05
FY 2010,Structural Fires,Staten Island,"1,186",04:30
FY 2010,Structural Fires,Brooklyn,"8,566",03:32
FY 2010,Structural Fires,Queens,"4,730",04:20
FY 2011,All Fire/Emergency Incidents,Citywide,"493,146",04:40
FY 2011,All Fire/Emergency Incidents,Manhattan,"128,195",04:44
FY 2011,All Fire/Emergency Incidents,Bronx,"97,750",04:50
FY 2011,All Fire/Emergency Incidents,Staten Island,"25,857",04:49
FY 2011,All Fire/Emergency Incidents,Brooklyn,"139,278",04:13
FY 2011,All Fire/Emergency Incidents,Queens,"102,066",05:00
FY 2011,False Alarm,Citywide,"24,693",04:30
FY 2011,False Alarm,Manhattan,"5,022",04:36
FY 2011,False Alarm,Bronx,"6,447",04:39
FY 2011,False Alarm,Staten Island,"1,936",04:22
FY 2011,False Alarm,Brooklyn,"4,990",04:03
FY 2011,False Alarm,Queens,"6,298",04:38
FY 2011,Medical Emergencies,Citywide,"212,737",04:20
FY 2011,Medical Emergencies,Manhattan,"56,114",04:25
FY 2011,Medical Emergencies,Bronx,"39,660",04:30
FY 2011,Medical Emergencies,Staten Island,"10,440",04:33
FY 2011,Medical Emergencies,Brooklyn,"61,562",03:58
FY 2011,Medical Emergencies,Queens,"44,961",04:35
FY 2011,Medical False Alarm,Citywide,"4,250",04:20
FY 2011,Medical False Alarm,Manhattan,"1,099",04:18
FY 2011,Medical False Alarm,Bronx,873,04:42
FY 2011,Medical False Alarm,Staten Island,174,04:22
FY 2011,Medical False Alarm,Brooklyn,"1,261",03:54
FY 2011,Medical False Alarm,Queens,843,04:37
FY 2011,NonMedical Emergencies,Citywide,"207,572",05:03
FY 2011,NonMedical Emergencies,Manhattan,"55,835",05:03
FY 2011,NonMedical Emergencies,Bronx,"42,272",05:12
FY 2011,NonMedical Emergencies,Staten Island,"10,932",05:08
FY 2011,NonMedical Emergencies,Brooklyn,"57,539",04:34
FY 2011,NonMedical Emergencies,Queens,"40,994",05:32
FY 2011,NonStructural Fires,Citywide,"17,462",04:29
FY 2011,NonStructural Fires,Manhattan,"4,138",04:23
FY 2011,NonStructural Fires,Bronx,"2,679",04:42
FY 2011,NonStructural Fires,Staten Island,"1,106",05:06
FY 2011,NonStructural Fires,Brooklyn,"5,428",04:02
FY 2011,NonStructural Fires,Queens,"4,111",04:52
FY 2011,Structural Fires,Citywide,"26,432",04:03
FY 2011,Structural Fires,Manhattan,"5,987",04:09
FY 2011,Structural Fires,Bronx,"5,819",04:11
FY 2011,Structural Fires,Staten Island,"1,269",04:34
FY 2011,Structural Fires,Brooklyn,"8,498",03:37
FY 2011,Structural Fires,Queens,"4,859",04:23
FY 2012,All Fire/Emergency Incidents,Citywide,"488,256",04:35
FY 2012,All Fire/Emergency Incidents,Manhattan,"128,128",04:43
FY 2012,All Fire/Emergency Incidents,Bronx,"96,532",04:48
FY 2012,All Fire/Emergency Incidents,Staten Island,"26,982",04:45
FY 2012,All Fire/Emergency Incidents,Brooklyn,"138,262",04:09
FY 2012,All Fire/Emergency Incidents,Queens,"98,352",04:48
FY 2012,False Alarm,Citywide,"22,567",04:32
FY 2012,False Alarm,Manhattan,"4,891",04:41
FY 2012,False Alarm,Bronx,"5,739",04:43
FY 2012,False Alarm,Staten Island,"2,018",04:38
FY 2012,False Alarm,Brooklyn,"4,708",04:00
FY 2012,False Alarm,Queens,"5,211",04:39
FY 2012,Medical Emergencies,Citywide,"215,511",04:11
FY 2012,Medical Emergencies,Manhattan,"57,474",04:17
FY 2012,Medical Emergencies,Bronx,"40,069",04:18
FY 2012,Medical Emergencies,Staten Island,"10,630",04:23
FY 2012,Medical Emergencies,Brooklyn,"62,395",03:49
FY 2012,Medical Emergencies,Queens,"44,943",04:24
FY 2012,Medical False Alarm,Citywide,"3,561",04:12
FY 2012,Medical False Alarm,Manhattan,978,04:20
FY 2012,Medical False Alarm,Bronx,742,04:30
FY 2012,Medical False Alarm,Staten Island,135,04:14
FY 2012,Medical False Alarm,Brooklyn,"1,060",03:48
FY 2012,Medical False Alarm,Queens,646,04:20
FY 2012,NonMedical Emergencies,Citywide,"206,783",05:01
FY 2012,NonMedical Emergencies,Manhattan,"55,484",05:06
FY 2012,NonMedical Emergencies,Bronx,"42,143",05:17
FY 2012,NonMedical Emergencies,Staten Island,"12,001",05:05
FY 2012,NonMedical Emergencies,Brooklyn,"57,603",04:34
FY 2012,NonMedical Emergencies,Queens,"39,552",05:16
FY 2012,NonStructural Fires,Citywide,"14,580",04:21
FY 2012,NonStructural Fires,Manhattan,"3,567",04:25
FY 2012,NonStructural Fires,Bronx,"2,328",04:43
FY 2012,NonStructural Fires,Staten Island,925,04:38
FY 2012,NonStructural Fires,Brooklyn,"4,522",03:53
FY 2012,NonStructural Fires,Queens,"3,238",04:36
FY 2012,Structural Fires,Citywide,"25,254",04:01
FY 2012,Structural Fires,Manhattan,"5,734",04:10
FY 2012,Structural Fires,Bronx,"5,511",04:08
FY 2012,Structural Fires,Staten Island,"1,273",04:29
FY 2012,Structural Fires,Brooklyn,"7,974",03:34
FY 2012,Structural Fires,Queens,"4,762",04:19
FY 2013,All Fire/Emergency Incidents,Citywide,"493,377",04:46
FY 2013,All Fire/Emergency Incidents,Manhattan,"128,126",04:51
FY 2013,All Fire/Emergency Incidents,Bronx,"95,423",04:55
FY 2013,All Fire/Emergency Incidents,Staten Island,"26,830",04:59
FY 2013,All Fire/Emergency Incidents,Brooklyn,"141,076",04:20
FY 2013,All Fire/Emergency Incidents,Queens,"101,922",05:04
FY 2013,False Alarm,Citywide,"20,708",04:38
FY 2013,False Alarm,Manhattan,"4,627",04:47
FY 2013,False Alarm,Bronx,"5,000",04:48
FY 2013,False Alarm,Staten Island,"1,678",04:51
FY 2013,False Alarm,Brooklyn,"4,650",04:09
FY 2013,False Alarm,Queens,"4,753",04:44
FY 2013,Medical Emergencies,Citywide,"215,415",04:16
FY 2013,Medical Emergencies,Manhattan,"58,183",04:23
FY 2013,Medical Emergencies,Bronx,"40,375",04:23
FY 2013,Medical Emergencies,Staten Island,"10,551",04:32
FY 2013,Medical Emergencies,Brooklyn,"62,992",03:55
FY 2013,Medical Emergencies,Queens,"43,314",04:28
FY 2013,Medical False Alarm,Citywide,"3,364",04:16
FY 2013,Medical False Alarm,Manhattan,912,04:27
FY 2013,Medical False Alarm,Bronx,719,04:29
FY 2013,Medical False Alarm,Staten Island,135,04:14
FY 2013,Medical False Alarm,Brooklyn,994,03:49
FY 2013,Medical False Alarm,Queens,604,04:32
FY 2013,NonMedical Emergencies,Citywide,"214,467",05:16
FY 2013,NonMedical Emergencies,Manhattan,"55,000",05:17
FY 2013,NonMedical Emergencies,Bronx,"41,760",05:26
FY 2013,NonMedical Emergencies,Staten Island,"12,420",05:23
FY 2013,NonMedical Emergencies,Brooklyn,"60,185",04:49
FY 2013,NonMedical Emergencies,Queens,"45,102",05:39
FY 2013,NonStructural Fires,Citywide,"14,145",04:28
FY 2013,NonStructural Fires,Manhattan,"3,545",04:28
FY 2013,NonStructural Fires,Bronx,"2,162",04:45
FY 2013,NonStructural Fires,Staten Island,744,04:55
FY 2013,NonStructural Fires,Brooklyn,"4,383",04:01
FY 2013,NonStructural Fires,Queens,"3,311",04:47
FY 2013,Structural Fires,Citywide,"25,278",04:06
FY 2013,Structural Fires,Manhattan,"5,859",04:14
FY 2013,Structural Fires,Bronx,"5,407",04:10
FY 2013,Structural Fires,Staten Island,"1,302",04:33
FY 2013,Structural Fires,Brooklyn,"7,872",03:39
FY 2013,Structural Fires,Queens,"4,838",04:28
FY 2014,All Fire/Emergency Incidents,Citywide,"503,668",04:46
FY 2014,All Fire/Emergency Incidents,Manhattan,"137,908",04:58
FY 2014,All Fire/Emergency Incidents,Bronx,"99,362",05:01
FY 2014,All Fire/Emergency Incidents,Staten Island,"25,105",04:56
FY 2014,All Fire/Emergency Incidents,Brooklyn,"142,672",04:16
FY 2014,All Fire/Emergency Incidents,Queens,"98,621",04:55
FY 2014,False Alarm,Citywide,"19,907",04:36
FY 2014,False Alarm,Manhattan,"4,495",04:55
FY 2014,False Alarm,Bronx,"4,747",04:46
FY 2014,False Alarm,Staten Island,"1,494",04:43
FY 2014,False Alarm,Brooklyn,"4,811",04:05
FY 2014,False Alarm,Queens,"4,360",04:40
FY 2014,Medical Emergencies,Citywide,"219,981",04:21
FY 2014,Medical Emergencies,Manhattan,"59,694",04:31
FY 2014,Medical Emergencies,Bronx,"41,823",04:31
FY 2014,Medical Emergencies,Staten Island,"10,339",04:34
FY 2014,Medical Emergencies,Brooklyn,"63,950",03:58
FY 2014,Medical Emergencies,Queens,"44,175",04:31
FY 2014,Medical False Alarm,Citywide,"3,371",04:20
FY 2014,Medical False Alarm,Manhattan,855,04:26
FY 2014,Medical False Alarm,Bronx,652,04:44
FY 2014,Medical False Alarm,Staten Island,142,04:35
FY 2014,Medical False Alarm,Brooklyn,"1,155",03:52
FY 2014,Medical False Alarm,Queens,567,04:39
FY 2014,NonMedical Emergencies,Citywide,"217,640",05:12
FY 2014,NonMedical Emergencies,Manhattan,"62,547",05:22
FY 2014,NonMedical Emergencies,Bronx,"43,789",05:31
FY 2014,NonMedical Emergencies,Staten Island,"11,034",05:18
FY 2014,NonMedical Emergencies,Brooklyn,"59,610",04:40
FY 2014,NonMedical Emergencies,Queens,"40,660",05:23
FY 2014,NonStructural Fires,Citywide,"16,867",04:24
FY 2014,NonStructural Fires,Manhattan,"4,494",04:33
FY 2014,NonStructural Fires,Bronx,"2,410",04:43
FY 2014,NonStructural Fires,Staten Island,761,04:48
FY 2014,NonStructural Fires,Brooklyn,"5,298",03:53
FY 2014,NonStructural Fires,Queens,"3,904",04:39
FY 2014,Structural Fires,Citywide,"25,902",04:08
FY 2014,Structural Fires,Manhattan,"5,823",04:16
FY 2014,Structural Fires,Bronx,"5,941",04:16
FY 2014,Structural Fires,Staten Island,"1,335",04:32
FY 2014,Structural Fires,Brooklyn,"7,848",03:38
FY 2014,Structural Fires,Queens,"4,955",04:28
FY 2015,All Fire/Emergency Incidents,Citywide,"548,949",04:50
FY 2015,All Fire/Emergency Incidents,Manhattan,"150,472",05:03
FY 2015,All Fire/Emergency Incidents,Bronx,"108,946",05:03
FY 2015,All Fire/Emergency Incidents,Staten Island,"26,938",04:54
FY 2015,All Fire/Emergency Incidents,Brooklyn,"153,876",04:19
FY 2015,All Fire/Emergency Incidents,Queens,"108,717",05:02
FY 2015,False Alarm,Citywide,"20,044",04:42
FY 2015,False Alarm,Manhattan,"4,287",05:00
FY 2015,False Alarm,Bronx,"4,763",04:44
FY 2015,False Alarm,Staten Island,"1,552",04:41
FY 2015,False Alarm,Brooklyn,"5,119",04:17
FY 2015,False Alarm,Queens,"4,323",04:50
FY 2015,Medical Emergencies,Citywide,"247,299",04:27
FY 2015,Medical Emergencies,Manhattan,"67,608",04:39
FY 2015,Medical Emergencies,Bronx,"47,932",04:39
FY 2015,Medical Emergencies,Staten Island,"11,656",04:36
FY 2015,Medical Emergencies,Brooklyn,"70,670",04:02
FY 2015,Medical Emergencies,Queens,"49,433",04:36
FY 2015,Medical False Alarm,Citywide,"3,191",04:26
FY 2015,Medical False Alarm,Manhattan,804,04:36
FY 2015,Medical False Alarm,Bronx,580,04:45
FY 2015,Medical False Alarm,Staten Island,131,04:26
FY 2015,Medical False Alarm,Brooklyn,"1,011",03:59
FY 2015,Medical False Alarm,Queens,665,04:42
FY 2015,NonMedical Emergencies,Citywide,"234,204",05:15
FY 2015,NonMedical Emergencies,Manhattan,"67,463",05:24
FY 2015,NonMedical Emergencies,Bronx,"47,271",05:30
FY 2015,NonMedical Emergencies,Staten Island,"11,397",05:14
FY 2015,NonMedical Emergencies,Brooklyn,"63,037",04:42
FY 2015,NonMedical Emergencies,Queens,"45,036",05:31
FY 2015,NonStructural Fires,Citywide,"17,022",04:29
FY 2015,NonStructural Fires,Manhattan,"4,157",04:45
FY 2015,NonStructural Fires,Bronx,"2,425",04:38
FY 2015,NonStructural Fires,Staten Island,827,04:40
FY 2015,NonStructural Fires,Brooklyn,"5,698",03:59
FY 2015,NonStructural Fires,Queens,"3,915",04:45
FY 2015,Structural Fires,Citywide,"27,189",04:11
FY 2015,Structural Fires,Manhattan,"6,153",04:20
FY 2015,Structural Fires,Bronx,"5,975",04:19
FY 2015,Structural Fires,Staten Island,"1,375",04:33
FY 2015,Structural Fires,Brooklyn,"8,341",03:42
FY 2015,Structural Fires,Queens,"5,345",04:32
FY 2016,All Fire/Emergency Incidents,Citywide,"579,756",04:52
FY 2016,All Fire/Emergency Incidents,Manhattan,"158,794",05:12
FY 2016,All Fire/Emergency Incidents,Bronx,"116,210",05:05
FY 2016,All Fire/Emergency Incidents,Staten Island,"28,386",04:49
FY 2016,All Fire/Emergency Incidents,Brooklyn,"163,163",04:19
FY 2016,All Fire/Emergency Incidents,Queens,"113,203",05:02
FY 2016,False Alarm,Citywide,"21,595",04:41
FY 2016,False Alarm,Manhattan,"4,249",05:05
FY 2016,False Alarm,Bronx,"4,807",04:46
FY 2016,False Alarm,Staten Island,"1,767",04:32
FY 2016,False Alarm,Brooklyn,"6,012",04:15
FY 2016,False Alarm,Queens,"4,760",04:49
FY 2016,Medical Emergencies,Citywide,"272,312",04:32
FY 2016,Medical Emergencies,Manhattan,"75,373",04:52
FY 2016,Medical Emergencies,Bronx,"52,850",04:46
FY 2016,Medical Emergencies,Staten Island,"12,536",04:32
FY 2016,Medical Emergencies,Brooklyn,"77,304",04:03
FY 2016,Medical Emergencies,Queens,"54,249",04:37
FY 2016,Medical False Alarm,Citywide,"3,259",04:40
FY 2016,Medical False Alarm,Manhattan,780,04:58
FY 2016,Medical False Alarm,Bronx,666,05:03
FY 2016,Medical False Alarm,Staten Island,101,04:27
FY 2016,Medical False Alarm,Brooklyn,"1,075",04:06
FY 2016,Medical False Alarm,Queens,637,04:53
FY 2016,NonMedical Emergencies,Citywide,"240,624",05:16
